trip,type,direction,stop|苹果园|0103|0|1|A|1,stop|苹果园|0103|0|1|D|1,stop|古城路|0104|40|1|A|2,stop|古城路|0104|40|1|D|2,stop|八角游乐园|0105|80|1|A|3,stop|八角游乐园|0105|80|1|D|3,stop|八宝山|0106|120|1|A|4,stop|八宝山|0106|120|1|D|4,stop|玉泉路|0107|160|1|A|5,stop|玉泉路|0107|160|1|D|5,stop|五棵松|0108|200|1|A|6,stop|五棵松|0108|200|1|D|6,stop|万寿路|0109|240|1|A|7,stop|万寿路|0109|240|1|D|7,stop|公主坟（1号线）|0110|280|1|A|8,stop|公主坟（1号线）|0110|280|1|D|8,stop|军事博物馆（1号线）|0111|320|1|A|9,stop|军事博物馆（1号线）|0111|320|1|D|9,stop|木樨地|0112|360|1|A|10,stop|木樨地|0112|360|1|D|10,stop|南礼士路|0113|400|1|A|11,stop|南礼士路|0113|400|1|D|11,stop|复兴门（1号线）|0114|440|1|A|12,stop|复兴门（1号线）|0114|440|1|D|12,stop|西单（1号线）|0115|480|1|A|13,stop|西单（1号线）|0115|480|1|D|13,stop|天安门西|0116|520|1|A|14,stop|天安门西|0116|520|1|D|14,stop|天安门东|0117|560|1|A|15,stop|天安门东|0117|560|1|D|15,stop|王府井|0118|600|1|A|16,stop|王府井|0118|600|1|D|16,stop|东单（1号线）|0119|640|1|A|17,stop|东单（1号线）|0119|640|1|D|17,stop|建国门（1号线）|0120|680|1|A|18,stop|建国门（1号线）|0120|680|1|D|18,stop|永安里|0121|720|1|A|19,stop|永安里|0121|720|1|D|19,stop|国贸（1号线）|0122|760|1|A|20,stop|国贸（1号线）|0122|760|1|D|20,stop|大望路|0123|800|1|A|21,stop|大望路|0123|800|1|D|21,stop|四惠（1号线）|0124|840|1|A|22,stop|四惠（1号线）|0124|840|1|D|22,stop|四惠东（1号线）|0125|880|1|A|23,stop|四惠东（1号线）|0125|880|1|D|23
2267,REAL,2,20140702170745,20140702170845,20140702171225,20140702171255,20140702171525,20140702171555,20140702171825,20140702171850,20140702172050,20140702172125,20140702172345,20140702172425,20140702172635,20140702172710,20140702172850,20140702172935,20140702173115,20140702173205,20140702173345,20140702173415,20140702173615,20140702173642,20140702173802,20140702173849,20140702174049,20140702174134,20140702174304,20140702174330,20140702174500,20140702174528,20140702174658,20140702174728,20140702174848,20140702174931,20140702175121,20140702175200,20140702175400,20140702175430,20140702175540,20140702175625,20140702175825,20140702175855,20140702180125,20140702180155,20140702180425,20140702180525
2268,REAL,2,20140702170950,20140702171050,20140702171430,20140702171500,20140702171730,20140702171800,20140702172030,20140702172055,20140702172255,20140702172330,20140702172550,20140702172630,20140702172840,20140702172915,20140702173055,20140702173140,20140702173320,20140702173410,20140702173550,20140702173620,20140702173820,20140702173847,20140702174007,20140702174054,20140702174254,20140702174339,20140702174509,20140702174535,20140702174705,20140702174733,20140702174903,20140702174933,20140702175053,20140702175136,20140702175326,20140702175405,20140702175605,20140702175635,20140702175745,20140702175830,20140702180030,20140702180100,20140702180330,20140702180400,20140702180630,20140702180730
2269,REAL,2,20140702171155,20140702171255,20140702171635,20140702171705,20140702171935,20140702172005,20140702172235,20140702172300,20140702172500,20140702172535,20140702172755,20140702172835,20140702173045,20140702173120,20140702173300,20140702173345,20140702173525,20140702173615,20140702173755,20140702173825,20140702174025,20140702174052,20140702174212,20140702174259,20140702174459,20140702174544,20140702174714,20140702174740,20140702174910,20140702174938,20140702175108,20140702175138,20140702175258,20140702175341,20140702175531,20140702175610,20140702175810,20140702175840,20140702175950,20140702180035,20140702180235,20140702180305,20140702180535,20140702180605,20140702180835,20140702180935
2270,REAL,2,20140702171400,20140702171500,20140702171840,20140702171910,20140702172140,20140702172210,20140702172440,20140702172505,20140702172705,20140702172740,20140702173000,20140702173040,20140702173250,20140702173325,20140702173505,20140702173550,20140702173730,20140702173820,20140702174000,20140702174030,20140702174230,20140702174257,20140702174417,20140702174504,20140702174704,20140702174749,20140702174919,20140702174945,20140702175115,20140702175143,20140702175313,20140702175343,20140702175503,20140702175546,20140702175736,20140702175815,20140702180015,20140702180045,20140702180155,20140702180240,20140702180440,20140702180510,20140702180740,20140702180810,20140702181040,20140702181140
2271,REAL,2,20140702171605,20140702171705,20140702172045,20140702172115,20140702172345,20140702172415,20140702172645,20140702172710,20140702172910,20140702172945,20140702173205,20140702173245,20140702173455,20140702173530,20140702173710,20140702173755,20140702173935,20140702174025,20140702174205,20140702174235,20140702174435,20140702174502,20140702174622,20140702174709,20140702174909,20140702174954,20140702175124,20140702175150,20140702175320,20140702175348,20140702175518,20140702175548,20140702175708,20140702175751,20140702175941,20140702180020,20140702180220,20140702180250,20140702180400,20140702180445,20140702180645,20140702180715,20140702180945,20140702181015,20140702181245,20140702181345
2272,REAL,2,20140702171810,20140702171910,20140702172250,20140702172320,20140702172550,20140702172620,20140702172850,20140702172915,20140702173115,20140702173150,20140702173410,20140702173450,20140702173700,20140702173735,20140702173915,20140702174000,20140702174140,20140702174230,20140702174410,20140702174440,20140702174640,20140702174707,20140702174827,20140702174914,20140702175114,20140702175159,20140702175329,20140702175355,20140702175525,20140702175553,20140702175723,20140702175753,20140702175913,20140702175956,20140702180146,20140702180225,20140702180425,20140702180455,20140702180605,20140702180650,20140702180850,20140702180920,20140702181150,20140702181220,20140702181450,20140702181550
2273,REAL,2,20140702172015,20140702172115,20140702172455,20140702172525,20140702172755,20140702172825,20140702173055,20140702173120,20140702173320,20140702173355,20140702173615,20140702173655,20140702173905,20140702173940,20140702174120,20140702174205,20140702174345,20140702174435,20140702174615,20140702174645,20140702174845,20140702174912,20140702175032,20140702175119,20140702175319,20140702175404,20140702175534,20140702175600,20140702175730,20140702175758,20140702175928,20140702175958,20140702180118,20140702180201,20140702180351,20140702180430,20140702180630,20140702180700,20140702180810,20140702180855,20140702181055,20140702181125,20140702181355,20140702181425,20140702181655,20140702181755
2274,REAL,2,20140702172220,20140702172320,20140702172700,20140702172730,20140702173000,20140702173030,20140702173300,20140702173325,20140702173525,20140702173600,20140702173820,20140702173900,20140702174110,20140702174145,20140702174325,20140702174410,20140702174550,20140702174640,20140702174820,20140702174850,20140702175050,20140702175117,20140702175237,20140702175324,20140702175524,20140702175609,20140702175739,20140702175805,20140702175935,20140702180003,20140702180133,20140702180203,20140702180323,20140702180406,20140702180556,20140702180635,20140702180835,20140702180905,20140702181015,20140702181100,20140702181300,20140702181330,20140702181600,20140702181630,20140702181900,20140702182000
2275,REAL,2,20140702172425,20140702172525,20140702172905,20140702172935,20140702173205,20140702173235,20140702173505,20140702173530,20140702173730,20140702173805,20140702174025,20140702174105,20140702174315,20140702174350,20140702174530,20140702174615,20140702174755,20140702174845,20140702175025,20140702175055,20140702175255,20140702175322,20140702175442,20140702175529,20140702175729,20140702175814,20140702175944,20140702180010,20140702180140,20140702180208,20140702180338,20140702180408,20140702180528,20140702180611,20140702180801,20140702180840,20140702181040,20140702181110,20140702181220,20140702181305,20140702181505,20140702181535,20140702181805,20140702181835,20140702182105,20140702182205
2276,REAL,2,20140702172630,20140702172730,20140702173110,20140702173140,20140702173410,20140702173440,20140702173710,20140702173735,20140702173935,20140702174010,20140702174230,20140702174310,20140702174520,20140702174555,20140702174735,20140702174820,20140702175000,20140702175050,20140702175230,20140702175300,20140702175500,20140702175527,20140702175647,20140702175734,20140702175934,20140702180019,20140702180149,20140702180215,20140702180345,20140702180413,20140702180543,20140702180613,20140702180733,20140702180816,20140702181006,20140702181045,20140702181245,20140702181315,20140702181425,20140702181510,20140702181710,20140702181740,20140702182010,20140702182040,20140702182310,20140702182410
2277,REAL,2,20140702172835,20140702172935,20140702173315,20140702173345,20140702173615,20140702173645,20140702173915,20140702173940,20140702174140,20140702174215,20140702174435,20140702174515,20140702174725,20140702174800,20140702174940,20140702175025,20140702175205,20140702175255,20140702175435,20140702175505,20140702175705,20140702175732,20140702175852,20140702175939,20140702180139,20140702180224,20140702180354,20140702180420,20140702180550,20140702180618,20140702180748,20140702180818,20140702180938,20140702181021,20140702181211,20140702181250,20140702181450,20140702181520,20140702181630,20140702181715,20140702181915,20140702181945,20140702182215,20140702182245,20140702182515,20140702182615
2278,REAL,2,20140702173040,20140702173140,20140702173520,20140702173550,20140702173820,20140702173850,20140702174120,20140702174145,20140702174345,20140702174420,20140702174640,20140702174720,20140702174930,20140702175005,20140702175145,20140702175230,20140702175410,20140702175500,20140702175640,20140702175710,20140702175910,20140702175937,20140702180057,20140702180144,20140702180344,20140702180429,20140702180559,20140702180625,20140702180755,20140702180823,20140702180953,20140702181023,20140702181143,20140702181226,20140702181416,20140702181455,20140702181655,20140702181725,20140702181835,20140702181920,20140702182120,20140702182150,20140702182420,20140702182450,20140702182720,20140702182820
2279,REAL,2,20140702173245,20140702173345,20140702173725,20140702173755,20140702174025,20140702174055,20140702174325,20140702174350,20140702174550,20140702174625,20140702174845,20140702174925,20140702175135,20140702175210,20140702175350,20140702175435,20140702175615,20140702175705,20140702175845,20140702175915,20140702180115,20140702180142,20140702180302,20140702180349,20140702180549,20140702180634,20140702180804,20140702180830,20140702181000,20140702181028,20140702181158,20140702181228,20140702181348,20140702181431,20140702181621,20140702181700,20140702181900,20140702181930,20140702182040,20140702182125,20140702182325,20140702182355,20140702182625,20140702182655,20140702182925,20140702183025
2280,REAL,2,20140702173450,20140702173550,20140702173930,20140702174000,20140702174230,20140702174300,20140702174530,20140702174555,20140702174755,20140702174830,20140702175050,20140702175130,20140702175340,20140702175415,20140702175555,20140702175640,20140702175820,20140702175910,20140702180050,20140702180120,20140702180320,20140702180347,20140702180507,20140702180554,20140702180754,20140702180839,20140702181009,20140702181035,20140702181205,20140702181233,20140702181403,20140702181433,20140702181553,20140702181636,20140702181826,20140702181905,20140702182105,20140702182135,20140702182245,20140702182330,20140702182530,20140702182600,20140702182830,20140702182900,20140702183130,20140702183230
2281,REAL,2,20140702173655,20140702173755,20140702174135,20140702174205,20140702174435,20140702174505,20140702174735,20140702174800,20140702175000,20140702175035,20140702175255,20140702175335,20140702175545,20140702175620,20140702175800,20140702175845,20140702180025,20140702180115,20140702180255,20140702180325,20140702180525,20140702180552,20140702180712,20140702180759,20140702180959,20140702181044,20140702181214,20140702181240,20140702181410,20140702181438,20140702181608,20140702181638,20140702181758,20140702181841,20140702182031,20140702182110,20140702182310,20140702182340,20140702182450,20140702182535,20140702182735,20140702182805,20140702183035,20140702183105,20140702183335,20140702183435
2282,REAL,2,20140702173900,20140702174000,20140702174340,20140702174410,20140702174640,20140702174710,20140702174940,20140702175005,20140702175205,20140702175240,20140702175500,20140702175540,20140702175750,20140702175825,20140702180005,20140702180050,20140702180230,20140702180320,20140702180500,20140702180530,20140702180730,20140702180757,20140702180917,20140702181004,20140702181204,20140702181249,20140702181419,20140702181445,20140702181615,20140702181643,20140702181813,20140702181843,20140702182003,20140702182046,20140702182236,20140702182315,20140702182515,20140702182545,20140702182655,20140702182740,20140702182940,20140702183010,20140702183240,20140702183310,20140702183540,20140702183640
2283,REAL,2,20140702174105,20140702174205,20140702174545,20140702174615,20140702174845,20140702174915,20140702175145,20140702175210,20140702175410,20140702175445,20140702175705,20140702175745,20140702175955,20140702180030,20140702180210,20140702180255,20140702180435,20140702180525,20140702180705,20140702180735,20140702180935,20140702181002,20140702181122,20140702181209,20140702181409,20140702181454,20140702181624,20140702181650,20140702181820,20140702181848,20140702182018,20140702182048,20140702182208,20140702182251,20140702182441,20140702182520,20140702182720,20140702182750,20140702182900,20140702182945,20140702183145,20140702183215,20140702183445,20140702183515,20140702183745,20140702183845
2284,REAL,2,20140702174310,20140702174410,20140702174750,20140702174820,20140702175050,20140702175120,20140702175350,20140702175415,20140702175615,20140702175650,20140702175910,20140702175950,20140702180200,20140702180235,20140702180415,20140702180500,20140702180640,20140702180730,20140702180910,20140702180940,20140702181140,20140702181207,20140702181327,20140702181414,20140702181614,20140702181659,20140702181829,20140702181855,20140702182025,20140702182053,20140702182223,20140702182253,20140702182413,20140702182456,20140702182646,20140702182725,20140702182925,20140702182955,20140702183105,20140702183150,20140702183350,20140702183420,20140702183650,20140702183720,20140702183950,20140702184050
2285,REAL,2,20140702174515,20140702174615,20140702174955,20140702175025,20140702175255,20140702175325,20140702175555,20140702175620,20140702175820,20140702175855,20140702180115,20140702180155,20140702180405,20140702180440,20140702180620,20140702180705,20140702180845,20140702180935,20140702181115,20140702181145,20140702181345,20140702181412,20140702181532,20140702181619,20140702181819,20140702181904,20140702182034,20140702182100,20140702182230,20140702182258,20140702182428,20140702182458,20140702182618,20140702182701,20140702182851,20140702182930,20140702183130,20140702183200,20140702183310,20140702183355,20140702183555,20140702183625,20140702183855,20140702183925,20140702184155,20140702184255
2286,REAL,2,20140702174720,20140702174820,20140702175200,20140702175230,20140702175500,20140702175530,20140702175800,20140702175825,20140702180025,20140702180100,20140702180320,20140702180400,20140702180610,20140702180645,20140702180825,20140702180910,20140702181050,20140702181140,20140702181320,20140702181350,20140702181550,20140702181617,20140702181737,20140702181824,20140702182024,20140702182109,20140702182239,20140702182305,20140702182435,20140702182503,20140702182633,20140702182703,20140702182823,20140702182906,20140702183056,20140702183135,20140702183335,20140702183405,20140702183515,20140702183600,20140702183800,20140702183830,20140702184100,20140702184130,20140702184400,20140702184500
2287,REAL,2,20140702174938,20140702175038,20140702175418,20140702175448,20140702175718,20140702175748,20140702180018,20140702180043,20140702180243,20140702180318,20140702180538,20140702180618,20140702180828,20140702180903,20140702181043,20140702181128,20140702181308,20140702181358,20140702181538,20140702181608,20140702181808,20140702181835,20140702181955,20140702182042,20140702182242,20140702182327,20140702182457,20140702182523,20140702182653,20140702182721,20140702182851,20140702182921,20140702183041,20140702183124,20140702183314,20140702183353,20140702183553,20140702183623,20140702183733,20140702183818,20140702184018,20140702184048,20140702184318,20140702184348,20140702184618,20140702184718
2288,REAL,2,20140702175156,20140702175256,20140702175636,20140702175706,20140702175936,20140702180006,20140702180236,20140702180301,20140702180501,20140702180536,20140702180756,20140702180836,20140702181046,20140702181121,20140702181301,20140702181346,20140702181526,20140702181616,20140702181756,20140702181826,20140702182026,20140702182053,20140702182213,20140702182300,20140702182500,20140702182545,20140702182715,20140702182741,20140702182911,20140702182939,20140702183109,20140702183139,20140702183259,20140702183342,20140702183532,20140702183611,20140702183811,20140702183841,20140702183951,20140702184036,20140702184236,20140702184306,20140702184536,20140702184606,20140702184836,20140702184936
2289,REAL,2,20140702175414,20140702175514,20140702175854,20140702175924,20140702180154,20140702180224,20140702180454,20140702180519,20140702180719,20140702180754,20140702181014,20140702181054,20140702181304,20140702181339,20140702181519,20140702181604,20140702181744,20140702181834,20140702182014,20140702182044,20140702182244,20140702182311,20140702182431,20140702182518,20140702182718,20140702182803,20140702182933,20140702182959,20140702183129,20140702183157,20140702183327,20140702183357,20140702183517,20140702183600,20140702183750,20140702183829,20140702184029,20140702184059,20140702184209,20140702184254,20140702184454,20140702184524,20140702184754,20140702184824,20140702185054,20140702185154
2290,REAL,2,20140702175632,20140702175732,20140702180112,20140702180142,20140702180412,20140702180442,20140702180712,20140702180737,20140702180937,20140702181012,20140702181232,20140702181312,20140702181522,20140702181557,20140702181737,20140702181822,20140702182002,20140702182052,20140702182232,20140702182302,20140702182502,20140702182529,20140702182649,20140702182736,20140702182936,20140702183021,20140702183151,20140702183217,20140702183347,20140702183415,20140702183545,20140702183615,20140702183735,20140702183818,20140702184008,20140702184047,20140702184247,20140702184317,20140702184427,20140702184512,20140702184712,20140702184742,20140702185012,20140702185042,20140702185312,20140702185412
2291,REAL,2,20140702175850,20140702175950,20140702180330,20140702180400,20140702180630,20140702180700,20140702180930,20140702180955,20140702181155,20140702181230,20140702181450,20140702181530,20140702181740,20140702181815,20140702181955,20140702182040,20140702182220,20140702182310,20140702182450,20140702182520,20140702182720,20140702182747,20140702182907,20140702182954,20140702183154,20140702183239,20140702183409,20140702183435,20140702183605,20140702183633,20140702183803,20140702183833,20140702183953,20140702184036,20140702184226,20140702184305,20140702184505,20140702184535,20140702184645,20140702184730,20140702184930,20140702185000,20140702185230,20140702185330,-,-
2292,REAL,2,20140702180108,20140702180208,20140702180548,20140702180618,20140702180848,20140702180918,20140702181148,20140702181213,20140702181413,20140702181448,20140702181708,20140702181748,20140702181958,20140702182033,20140702182213,20140702182258,20140702182438,20140702182528,20140702182708,20140702182738,20140702182938,20140702183005,20140702183125,20140702183212,20140702183412,20140702183457,20140702183627,20140702183653,20140702183823,20140702183851,20140702184021,20140702184051,20140702184211,20140702184254,20140702184444,20140702184523,20140702184723,20140702184753,20140702184903,20140702184948,20140702185148,20140702185218,20140702185448,20140702185548,20140702185818,20140702185918
2293,REAL,2,20140702180326,20140702180426,20140702180806,20140702180836,20140702181106,20140702181136,20140702181406,20140702181431,20140702181631,20140702181706,20140702181926,20140702182006,20140702182216,20140702182251,20140702182431,20140702182516,20140702182656,20140702182746,20140702182926,20140702182956,20140702183156,20140702183223,20140702183343,20140702183430,20140702183630,20140702183715,20140702183845,20140702183911,20140702184041,20140702184109,20140702184239,20140702184309,20140702184429,20140702184512,20140702184702,20140702184741,20140702184941,20140702185011,20140702185121,20140702185206,20140702185406,20140702185436,20140702185706,20140702185751,20140702190021,20140702190121
2294,REAL,2,20140702180544,20140702180644,20140702181024,20140702181054,20140702181324,20140702181354,20140702181624,20140702181649,20140702181849,20140702181924,20140702182144,20140702182224,20140702182434,20140702182509,20140702182649,20140702182734,20140702182914,20140702183004,20140702183144,20140702183214,20140702183414,20140702183441,20140702183601,20140702183648,20140702183848,20140702183933,20140702184103,20140702184129,20140702184259,20140702184327,20140702184457,20140702184527,20140702184647,20140702184730,20140702184920,20140702184959,20140702185159,20140702185229,20140702185339,20140702185424,20140702185624,20140702185654,20140702185924,20140702190024,-,-
2295,REAL,2,20140702180802,20140702180902,20140702181242,20140702181312,20140702181542,20140702181612,20140702181842,20140702181907,20140702182107,20140702182142,20140702182402,20140702182442,20140702182652,20140702182727,20140702182907,20140702182952,20140702183132,20140702183222,20140702183402,20140702183432,20140702183632,20140702183659,20140702183819,20140702183906,20140702184106,20140702184151,20140702184321,20140702184347,20140702184517,20140702184545,20140702184715,20140702184745,20140702184905,20140702184948,20140702185138,20140702185217,20140702185417,20140702185447,20140702185557,20140702185642,20140702185842,20140702185912,20140702190142,20140702190242,20140702190512,20140702190612
2296,REAL,2,20140702181020,20140702181120,20140702181500,20140702181530,20140702181800,20140702181830,20140702182100,20140702182125,20140702182325,20140702182400,20140702182620,20140702182700,20140702182910,20140702182945,20140702183125,20140702183210,20140702183350,20140702183440,20140702183620,20140702183650,20140702183850,20140702183917,20140702184037,20140702184124,20140702184324,20140702184409,20140702184539,20140702184605,20140702184735,20140702184803,20140702184933,20140702185003,20140702185123,20140702185206,20140702185356,20140702185435,20140702185635,20140702185705,20140702185815,20140702185900,20140702190100,20140702190130,20140702190400,20140702190445,20140702190715,20140702190815
2297,REAL,2,20140702181238,20140702181338,20140702181718,20140702181748,20140702182018,20140702182048,20140702182318,20140702182343,20140702182543,20140702182618,20140702182838,20140702182918,20140702183128,20140702183203,20140702183343,20140702183428,20140702183608,20140702183658,20140702183838,20140702183908,20140702184108,20140702184135,20140702184255,20140702184342,20140702184542,20140702184627,20140702184757,20140702184823,20140702184953,20140702185021,20140702185151,20140702185221,20140702185341,20140702185424,20140702185614,20140702185653,20140702185853,20140702185923,20140702190033,20140702190118,20140702190318,20140702190348,20140702190618,20140702190718,-,-
2298,REAL,2,20140702181456,20140702181556,20140702181936,20140702182006,20140702182236,20140702182306,20140702182536,20140702182601,20140702182801,20140702182836,20140702183056,20140702183136,20140702183346,20140702183421,20140702183601,20140702183646,20140702183826,20140702183916,20140702184056,20140702184126,20140702184326,20140702184353,20140702184513,20140702184600,20140702184800,20140702184845,20140702185015,20140702185041,20140702185211,20140702185239,20140702185409,20140702185439,20140702185559,20140702185642,20140702185832,20140702185911,20140702190111,20140702190141,20140702190251,20140702190336,20140702190536,20140702190606,20140702190836,20140702190936,20140702191206,20140702191306
2299,REAL,2,20140702181714,20140702181814,20140702182154,20140702182224,20140702182454,20140702182524,20140702182754,20140702182819,20140702183019,20140702183054,20140702183314,20140702183354,20140702183604,20140702183639,20140702183819,20140702183904,20140702184044,20140702184134,20140702184314,20140702184344,20140702184544,20140702184611,20140702184731,20140702184818,20140702185018,20140702185103,20140702185233,20140702185259,20140702185429,20140702185457,20140702185627,20140702185657,20140702185817,20140702185900,20140702190050,20140702190129,20140702190329,20140702190359,20140702190509,20140702190554,20140702190754,20140702190824,20140702191054,20140702191139,20140702191409,20140702191509
2300,REAL,2,20140702181932,20140702182032,20140702182412,20140702182442,20140702182712,20140702182742,20140702183012,20140702183037,20140702183237,20140702183312,20140702183532,20140702183612,20140702183822,20140702183857,20140702184037,20140702184122,20140702184302,20140702184352,20140702184532,20140702184602,20140702184802,20140702184829,20140702184949,20140702185036,20140702185236,20140702185321,20140702185451,20140702185517,20140702185647,20140702185715,20140702185845,20140702185915,20140702190035,20140702190118,20140702190308,20140702190347,20140702190547,20140702190617,20140702190727,20140702190812,20140702191012,20140702191042,20140702191312,20140702191412,-,-
2301,REAL,2,20140702182150,20140702182250,20140702182630,20140702182700,20140702182930,20140702183000,20140702183230,20140702183255,20140702183455,20140702183530,20140702183750,20140702183830,20140702184040,20140702184115,20140702184255,20140702184340,20140702184520,20140702184610,20140702184750,20140702184820,20140702185020,20140702185047,20140702185207,20140702185254,20140702185454,20140702185539,20140702185709,20140702185735,20140702185905,20140702185933,20140702190103,20140702190133,20140702190253,20140702190336,20140702190526,20140702190605,20140702190805,20140702190835,20140702190945,20140702191030,20140702191230,20140702191300,20140702191530,20140702191630,20140702191900,20140702192000
2302,REAL,2,20140702182408,20140702182508,20140702182848,20140702182918,20140702183148,20140702183218,20140702183448,20140702183513,20140702183713,20140702183748,20140702184008,20140702184048,20140702184258,20140702184333,20140702184513,20140702184558,20140702184738,20140702184828,20140702185008,20140702185038,20140702185238,20140702185305,20140702185425,20140702185512,20140702185712,20140702185757,20140702185927,20140702185953,20140702190123,20140702190151,20140702190321,20140702190351,20140702190511,20140702190554,20140702190744,20140702190823,20140702191023,20140702191053,20140702191203,20140702191248,20140702191448,20140702191518,20140702191748,20140702191833,20140702192103,20140702192203
2303,REAL,2,20140702182626,20140702182726,20140702183106,20140702183136,20140702183406,20140702183436,20140702183706,20140702183731,20140702183931,20140702184006,20140702184226,20140702184306,20140702184516,20140702184551,20140702184731,20140702184816,20140702184956,20140702185046,20140702185226,20140702185256,20140702185456,20140702185523,20140702185643,20140702185730,20140702185930,20140702190015,20140702190145,20140702190211,20140702190341,20140702190409,20140702190539,20140702190609,20140702190729,20140702190812,20140702191002,20140702191041,20140702191241,20140702191311,20140702191421,20140702191506,20140702191706,20140702191736,20140702192006,20140702192106,-,-
2304,REAL,2,20140702182844,20140702182944,20140702183324,20140702183354,20140702183624,20140702183654,20140702183924,20140702183949,20140702184149,20140702184224,20140702184444,20140702184524,20140702184734,20140702184809,20140702184949,20140702185034,20140702185214,20140702185304,20140702185444,20140702185514,20140702185714,20140702185741,20140702185901,20140702185948,20140702190148,20140702190233,20140702190403,20140702190429,20140702190559,20140702190627,20140702190757,20140702190827,20140702190947,20140702191030,20140702191220,20140702191259,20140702191459,20140702191529,20140702191639,20140702191724,20140702191924,20140702191954,20140702192224,20140702192324,20140702192554,20140702192654
2305,REAL,2,20140702183102,20140702183202,20140702183542,20140702183612,20140702183842,20140702183912,20140702184142,20140702184207,20140702184407,20140702184442,20140702184702,20140702184742,20140702184952,20140702185027,20140702185207,20140702185252,20140702185432,20140702185522,20140702185702,20140702185732,20140702185932,20140702185959,20140702190119,20140702190206,20140702190406,20140702190451,20140702190621,20140702190647,20140702190817,20140702190845,20140702191015,20140702191045,20140702191205,20140702191248,20140702191438,20140702191517,20140702191717,20140702191747,20140702191857,20140702191942,20140702192142,20140702192212,20140702192442,20140702192527,20140702192757,20140702192857
2306,REAL,2,20140702183320,20140702183420,20140702183800,20140702183830,20140702184100,20140702184130,20140702184400,20140702184425,20140702184625,20140702184700,20140702184920,20140702185000,20140702185210,20140702185245,20140702185425,20140702185510,20140702185650,20140702185740,20140702185920,20140702185950,20140702190150,20140702190217,20140702190337,20140702190424,20140702190624,20140702190709,20140702190839,20140702190905,20140702191035,20140702191103,20140702191233,20140702191303,20140702191423,20140702191506,20140702191656,20140702191735,20140702191935,20140702192005,20140702192115,20140702192200,20140702192400,20140702192430,20140702192700,20140702192800,-,-
2307,REAL,2,20140702183543,20140702183643,20140702184023,20140702184053,20140702184323,20140702184353,20140702184623,20140702184648,20140702184848,20140702184923,20140702185143,20140702185223,20140702185433,20140702185508,20140702185648,20140702185733,20140702185913,20140702190003,20140702190143,20140702190213,20140702190413,20140702190440,20140702190600,20140702190647,20140702190847,20140702190932,20140702191102,20140702191128,20140702191258,20140702191326,20140702191456,20140702191526,20140702191646,20140702191729,20140702191919,20140702191958,20140702192158,20140702192228,20140702192338,20140702192423,20140702192623,20140702192653,20140702192923,20140702193023,20140702193253,20140702193353
2308,REAL,2,20140702183756,20140702183856,20140702184236,20140702184306,20140702184536,20140702184606,20140702184836,20140702184901,20140702185101,20140702185136,20140702185356,20140702185436,20140702185646,20140702185721,20140702185901,20140702185946,20140702190126,20140702190216,20140702190356,20140702190426,20140702190626,20140702190653,20140702190813,20140702190900,20140702191100,20140702191145,20140702191315,20140702191341,20140702191511,20140702191539,20140702191709,20140702191739,20140702191859,20140702191942,20140702192132,20140702192211,20140702192411,20140702192441,20140702192551,20140702192636,20140702192836,20140702192906,20140702193136,20140702193221,20140702193451,20140702193551
2309,REAL,2,20140702184014,20140702184114,20140702184454,20140702184524,20140702184754,20140702184824,20140702185054,20140702185119,20140702185319,20140702185354,20140702185614,20140702185654,20140702185904,20140702185939,20140702190119,20140702190204,20140702190344,20140702190434,20140702190614,20140702190644,20140702190844,20140702190911,20140702191031,20140702191118,20140702191318,20140702191403,20140702191533,20140702191559,20140702191729,20140702191757,20140702191927,20140702191957,20140702192117,20140702192200,20140702192350,20140702192429,20140702192629,20140702192659,20140702192809,20140702192854,20140702193054,20140702193124,20140702193354,20140702193454,-,-
2310,REAL,2,20140702184232,20140702184332,20140702184712,20140702184742,20140702185012,20140702185042,20140702185312,20140702185337,20140702185537,20140702185612,20140702185832,20140702185912,20140702190122,20140702190157,20140702190337,20140702190422,20140702190602,20140702190652,20140702190832,20140702190902,20140702191102,20140702191129,20140702191249,20140702191336,20140702191536,20140702191621,20140702191751,20140702191817,20140702191947,20140702192015,20140702192145,20140702192215,20140702192335,20140702192418,20140702192608,20140702192647,20140702192847,20140702192917,20140702193027,20140702193112,20140702193312,20140702193342,20140702193612,20140702193712,20140702193942,20140702194042
2311,REAL,2,20140702184503,20140702184603,20140702184943,20140702185013,20140702185243,20140702185313,20140702185543,20140702185608,20140702185808,20140702185843,20140702190103,20140702190143,20140702190353,20140702190428,20140702190608,20140702190653,20140702190833,20140702190923,20140702191103,20140702191133,20140702191333,20140702191400,20140702191520,20140702191607,20140702191807,20140702191852,20140702192022,20140702192048,20140702192218,20140702192246,20140702192416,20140702192446,20140702192606,20140702192649,20140702192839,20140702192918,20140702193118,20140702193148,20140702193258,20140702193343,20140702193543,20140702193613,20140702193843,20140702193928,20140702194158,20140702194258
